sample_id,node_id,lat,lon,basin,target_date,window_start,window_end,label,severity,purpose,event_id,chip_half_km,tabular_key
KAL00162,KAL_AGA,6.535,80.15,Kalu,2021-02-15,2021-02-09,2021-02-21,0,none,dry_negative,,3.2,KAL_AGA_2021-02-15
KAL00163,KAL_RAT,6.683,80.4,Kalu,2022-02-21,2022-02-15,2022-02-27,0,none,dry_negative,,3.2,KAL_RAT_2022-02-21
KAL00164,KAL_RAT,6.683,80.4,Kalu,2019-03-27,2019-03-21,2019-04-02,0,none,dry_negative,,3.2,KAL_RAT_2019-03-27
KAL00165,KAL_AGA,6.535,80.15,Kalu,2024-12-19,2024-12-13,2024-12-25,0,none,dry_negative,,3.2,KAL_AGA_2024-12-19
KAL00166,KAL_AGA,6.535,80.15,Kalu,2025-05-04,2025-04-28,2025-05-10,0,none,dry_negative,,3.2,KAL_AGA_2025-05-04
KAL00167,KAL_BUL,6.66,80.19,Kalu,2023-02-09,2023-02-03,2023-02-15,0,none,dry_negative,,3.2,KAL_BUL_2023-02-09
KAL00168,KAL_AGA,6.535,80.15,Kalu,2022-09-28,2022-09-22,2022-10-04,0,none,dry_negative,,3.2,KAL_AGA_2022-09-28
KAL00169,KAL_BAL,6.652,80.698,Kalu,2021-06-24,2021-06-18,2021-06-30,0,none,dry_negative,,3.2,KAL_BAL_2021-06-24
KAL00170,KAL_RAT,6.683,80.4,Kalu,2023-06-27,2023-06-21,2023-07-03,0,none,dry_negative,,3.2,KAL_RAT_2023-06-27
KAL00171,KAL_BAL,6.652,80.698,Kalu,2020-03-22,2020-03-16,2020-03-28,0,none,dry_negative,,3.2,KAL_BAL_2020-03-22
KAL00172,KAL_KLT,6.583,79.96,Kalu,2025-01-03,2024-12-28,2025-01-09,0,none,dry_negative,,3.2,KAL_KLT_2025-01-03
KAL00173,KAL_RAT,6.683,80.4,Kalu,2017-09-25,2017-09-19,2017-10-01,0,none,dry_negative,,3.2,KAL_RAT_2017-09-25
KAL00174,KAL_KLT,6.583,79.96,Kalu,2018-08-13,2018-08-07,2018-08-19,0,none,dry_negative,,3.2,KAL_KLT_2018-08-13
KAL00175,KAL_BUL,6.66,80.19,Kalu,2017-07-07,2017-07-01,2017-07-13,0,none,dry_negative,,3.2,KAL_BUL_2017-07-07
KAL00176,KAL_BUL,6.66,80.19,Kalu,2019-04-06,2019-03-31,2019-04-12,0,none,dry_negative,,3.2,KAL_BUL_2019-04-06
KAL00177,KAL_BAL,6.652,80.698,Kalu,2015-07-09,2015-07-03,2015-07-15,0,none,dry_negative,,3.2,KAL_BAL_2015-07-09
KAL00178,KAL_KLT,6.583,79.96,Kalu,2018-03-08,2018-03-02,2018-03-14,0,none,dry_negative,,3.2,KAL_KLT_2018-03-08
KAL00179,KAL_BAL,6.652,80.698,Kalu,2022-02-14,2022-02-08,2022-02-20,0,none,dry_negative,,3.2,KAL_BAL_2022-02-14
KAL00180,KAL_KLT,6.583,79.96,Kalu,2024-03-10,2024-03-04,2024-03-16,0,none,dry_negative,,3.2,KAL_KLT_2024-03-10
KAL00181,KAL_BAL,6.652,80.698,Kalu,2015-08-06,2015-07-31,2015-08-12,0,none,dry_negative,,3.2,KAL_BAL_2015-08-06
KAL00182,KAL_KLT,6.583,79.96,Kalu,2016-12-13,2016-12-07,2016-12-19,0,none,dry_negative,,3.2,KAL_KLT_2016-12-13
KAL00183,KAL_BAL,6.652,80.698,Kalu,2025-09-01,2025-08-26,2025-09-07,0,none,dry_negative,,3.2,KAL_BAL_2025-09-01
KAL00184,KAL_AGA,6.535,80.15,Kalu,2021-09-13,2021-09-07,2021-09-19,0,none,dry_negative,,3.2,KAL_AGA_2021-09-13
KAL00185,KAL_RAT,6.683,80.4,Kalu,2021-10-04,2021-09-28,2021-10-10,0,none,dry_negative,,3.2,KAL_RAT_2021-10-04
KAL00186,KAL_BAL,6.652,80.698,Kalu,2019-06-30,2019-06-24,2019-07-06,0,none,dry_negative,,3.2,KAL_BAL_2019-06-30
KAL00187,KAL_AGA,6.535,80.15,Kalu,2016-03-18,2016-03-12,2016-03-24,0,none,dry_negative,,3.2,KAL_AGA_2016-03-18
KAL00188,KAL_AGA,6.535,80.15,Kalu,2020-01-23,2020-01-17,2020-01-29,0,none,dry_negative,,3.2,KAL_AGA_2020-01-23
KAL00189,KAL_BAL,6.652,80.698,Kalu,2019-01-22,2019-01-16,2019-01-28,0,none,dry_negative,,3.2,KAL_BAL_2019-01-22
KAL00190,KAL_AGA,6.535,80.15,Kalu,2020-07-13,2020-07-07,2020-07-19,0,none,dry_negative,,3.2,KAL_AGA_2020-07-13
KAL00191,KAL_AGA,6.535,80.15,Kalu,2021-10-03,2021-09-27,2021-10-09,0,none,dry_negative,,3.2,KAL_AGA_2021-10-03
KAL00192,KAL_BAL,6.652,80.698,Kalu,2025-04-02,2025-03-27,2025-04-08,0,none,dry_negative,,3.2,KAL_BAL_2025-04-02
KAL00193,KAL_AGA,6.535,80.15,Kalu,2020-04-02,2020-03-27,2020-04-08,0,none,dry_negative,,3.2,KAL_AGA_2020-04-02
KAL00194,KAL_BUL,6.66,80.19,Kalu,2017-01-16,2017-01-10,2017-01-22,0,none,dry_negative,,3.2,KAL_BUL_2017-01-16
KAL00195,KAL_KLT,6.583,79.96,Kalu,2021-03-11,2021-03-05,2021-03-17,0,none,dry_negative,,3.2,KAL_KLT_2021-03-11
KAL00196,KAL_AGA,6.535,80.15,Kalu,2024-03-17,2024-03-11,2024-03-23,0,none,dry_negative,,3.2,KAL_AGA_2024-03-17
KAL00197,KAL_RAT,6.683,80.4,Kalu,2025-08-18,2025-08-12,2025-08-24,0,none,dry_negative,,3.2,KAL_RAT_2025-08-18
KAL00198,KAL_RAT,6.683,80.4,Kalu,2016-03-09,2016-03-03,2016-03-15,0,none,dry_negative,,3.2,KAL_RAT_2016-03-09
KAL00199,KAL_BAL,6.652,80.698,Kalu,2024-05-08,2024-05-02,2024-05-14,0,none,dry_negative,,3.2,KAL_BAL_2024-05-08
KAL00200,KAL_BAL,6.652,80.698,Kalu,2024-09-06,2024-08-31,2024-09-12,0,none,dry_negative,,3.2,KAL_BAL_2024-09-06
KAL00201,KAL_BUL,6.66,80.19,Kalu,2015-01-20,2015-01-14,2015-01-26,0,none,dry_negative,,3.2,KAL_BUL_2015-01-20
KAL00202,KAL_AGA,6.535,80.15,Kalu,2018-09-22,2018-09-16,2018-09-28,0,none,dry_negative,,3.2,KAL_AGA_2018-09-22
KAL00203,KAL_BUL,6.66,80.19,Kalu,2017-01-03,2016-12-28,2017-01-09,0,none,dry_negative,,3.2,KAL_BUL_2017-01-03
KAL00204,KAL_BUL,6.66,80.19,Kalu,2020-12-26,2020-12-20,2021-01-01,0,none,dry_negative,,3.2,KAL_BUL_2020-12-26
KAL00205,KAL_KLT,6.583,79.96,Kalu,2020-02-08,2020-02-02,2020-02-14,0,none,dry_negative,,3.2,KAL_KLT_2020-02-08
KAL00206,KAL_KLT,6.583,79.96,Kalu,2021-10-12,2021-10-06,2021-10-18,0,none,dry_negative,,3.2,KAL_KLT_2021-10-12
KAL00207,KAL_KLT,6.583,79.96,Kalu,2017-07-07,2017-07-01,2017-07-13,0,none,dry_negative,,3.2,KAL_KLT_2017-07-07
KAL00208,KAL_BUL,6.66,80.19,Kalu,2017-05-21,2017-05-15,2017-05-27,0,none,dry_negative,,3.2,KAL_BUL_2017-05-21
KAL00209,KAL_RAT,6.683,80.4,Kalu,2018-04-02,2018-03-27,2018-04-08,0,none,dry_negative,,3.2,KAL_RAT_2018-04-02
KAL00210,KAL_BAL,6.652,80.698,Kalu,2025-02-24,2025-02-18,2025-03-02,0,none,dry_negative,,3.2,KAL_BAL_2025-02-24
KAL00211,KAL_BUL,6.66,80.19,Kalu,2017-01-01,2016-12-26,2017-01-07,0,none,dry_negative,,3.2,KAL_BUL_2017-01-01
KAL00212,KAL_BAL,6.652,80.698,Kalu,2020-06-24,2020-06-18,2020-06-30,0,none,dry_negative,,3.2,KAL_BAL_2020-06-24
KAL00213,KAL_BAL,6.652,80.698,Kalu,2018-04-04,2018-03-29,2018-04-10,0,none,dry_negative,,3.2,KAL_BAL_2018-04-04
KAL00214,KAL_BUL,6.66,80.19,Kalu,2022-04-19,2022-04-13,2022-04-25,0,none,dry_negative,,3.2,KAL_BUL_2022-04-19
KAL00215,KAL_BUL,6.66,80.19,Kalu,2024-05-16,2024-05-10,2024-05-22,0,none,dry_negative,,3.2,KAL_BUL_2024-05-16
KAL00216,KAL_RAT,6.683,80.4,Kalu,2016-04-13,2016-04-07,2016-04-19,0,none,dry_negative,,3.2,KAL_RAT_2016-04-13
KAL00217,KAL_BUL,6.66,80.19,Kalu,2023-04-27,2023-04-21,2023-05-03,0,none,dry_negative,,3.2,KAL_BUL_2023-04-27
KAL00218,KAL_KLT,6.583,79.96,Kalu,2025-10-14,2025-10-08,2025-10-20,0,none,dry_negative,,3.2,KAL_KLT_2025-10-14
KAL00219,KAL_AGA,6.535,80.15,Kalu,2020-02-26,2020-02-20,2020-03-03,0,none,dry_negative,,3.2,KAL_AGA_2020-02-26
KAL00220,KAL_AGA,6.535,80.15,Kalu,2018-09-11,2018-09-05,2018-09-17,0,none,dry_negative,,3.2,KAL_AGA_2018-09-11
KAL00221,KAL_BAL,6.652,80.698,Kalu,2023-04-24,2023-04-18,2023-04-30,0,none,dry_negative,,3.2,KAL_BAL_2023-04-24
KAL00222,KAL_BAL,6.652,80.698,Kalu,2018-03-31,2018-03-25,2018-04-06,0,none,dry_negative,,3.2,KAL_BAL_2018-03-31
KAL00223,KAL_RAT,6.683,80.4,Kalu,2020-03-19,2020-03-13,2020-03-25,0,none,dry_negative,,3.2,KAL_RAT_2020-03-19
KAL00224,KAL_BUL,6.66,80.19,Kalu,2016-07-17,2016-07-11,2016-07-23,0,none,dry_negative,,3.2,KAL_BUL_2016-07-17
KAL00225,KAL_BUL,6.66,80.19,Kalu,2022-11-29,2022-11-23,2022-12-05,0,none,dry_negative,,3.2,KAL_BUL_2022-11-29
KAL00226,KAL_AGA,6.535,80.15,Kalu,2020-11-12,2020-11-06,2020-11-18,0,none,dry_negative,,3.2,KAL_AGA_2020-11-12
KAL00227,KAL_BAL,6.652,80.698,Kalu,2025-10-13,2025-10-07,2025-10-19,0,none,dry_negative,,3.2,KAL_BAL_2025-10-13
KAL00228,KAL_BAL,6.652,80.698,Kalu,2019-05-17,2019-05-11,2019-05-23,0,none,dry_negative,,3.2,KAL_BAL_2019-05-17
KAL00229,KAL_KLT,6.583,79.96,Kalu,2020-01-26,2020-01-20,2020-02-01,0,none,dry_negative,,3.2,KAL_KLT_2020-01-26
KAL00230,KAL_KLT,6.583,79.96,Kalu,2025-07-12,2025-07-06,2025-07-18,0,none,dry_negative,,3.2,KAL_KLT_2025-07-12
KAL00231,KAL_RAT,6.683,80.4,Kalu,2022-10-10,2022-10-04,2022-10-16,0,none,dry_negative,,3.2,KAL_RAT_2022-10-10
KAL00232,KAL_KLT,6.583,79.96,Kalu,2017-04-26,2017-04-20,2017-05-02,0,none,dry_negative,,3.2,KAL_KLT_2017-04-26
KAL00233,KAL_BUL,6.66,80.19,Kalu,2016-08-22,2016-08-16,2016-08-28,0,none,dry_negative,,3.2,KAL_BUL_2016-08-22
KAL00234,KAL_BAL,6.652,80.698,Kalu,2019-05-22,2019-05-16,2019-05-28,0,none,dry_negative,,3.2,KAL_BAL_2019-05-22
KAL00235,KAL_BUL,6.66,80.19,Kalu,2016-11-04,2016-10-29,2016-11-10,0,none,dry_negative,,3.2,KAL_BUL_2016-11-04
KAL00236,KAL_BUL,6.66,80.19,Kalu,2019-04-23,2019-04-17,2019-04-29,0,none,dry_negative,,3.2,KAL_BUL_2019-04-23
KAL00237,KAL_BUL,6.66,80.19,Kalu,2025-11-12,2025-11-06,2025-11-18,0,none,dry_negative,,3.2,KAL_BUL_2025-11-12
KAL00238,KAL_BAL,6.652,80.698,Kalu,2018-02-16,2018-02-10,2018-02-22,0,none,dry_negative,,3.2,KAL_BAL_2018-02-16
KAL00239,KAL_KLT,6.583,79.96,Kalu,2017-05-17,2017-05-11,2017-05-23,0,none,dry_negative,,3.2,KAL_KLT_2017-05-17
KAL00240,KAL_BAL,6.652,80.698,Kalu,2017-08-30,2017-08-24,2017-09-05,0,none,dry_negative,,3.2,KAL_BAL_2017-08-30
KAL00241,KAL_RAT,6.683,80.4,Kalu,2025-09-12,2025-09-06,2025-09-18,0,none,dry_negative,,3.2,KAL_RAT_2025-09-12
KAL00242,KAL_BAL,6.652,80.698,Kalu,2024-10-29,2024-10-23,2024-11-04,0,none,dry_negative,,3.2,KAL_BAL_2024-10-29
KAL00243,KAL_RAT,6.683,80.4,Kalu,2022-02-27,2022-02-21,2022-03-05,0,none,dry_negative,,3.2,KAL_RAT_2022-02-27
KAL00244,KAL_RAT,6.683,80.4,Kalu,2016-02-14,2016-02-08,2016-02-20,0,none,dry_negative,,3.2,KAL_RAT_2016-02-14
KAL00245,KAL_BUL,6.66,80.19,Kalu,2022-04-30,2022-04-24,2022-05-06,0,none,dry_negative,,3.2,KAL_BUL_2022-04-30
KAL00246,KAL_KLT,6.583,79.96,Kalu,2016-01-25,2016-01-19,2016-01-31,0,none,dry_negative,,3.2,KAL_KLT_2016-01-25
KAL00247,KAL_AGA,6.535,80.15,Kalu,2015-08-04,2015-07-29,2015-08-10,0,none,dry_negative,,3.2,KAL_AGA_2015-08-04
KAL00248,KAL_AGA,6.535,80.15,Kalu,2016-05-09,2016-05-03,2016-05-15,0,none,dry_negative,,3.2,KAL_AGA_2016-05-09
KAL00249,KAL_RAT,6.683,80.4,Kalu,2018-02-10,2018-02-04,2018-02-16,0,none,dry_negative,,3.2,KAL_RAT_2018-02-10
KAL00250,KAL_AGA,6.535,80.15,Kalu,2020-04-27,2020-04-21,2020-05-03,0,none,dry_negative,,3.2,KAL_AGA_2020-04-27
KAL00251,KAL_BUL,6.66,80.19,Kalu,2023-08-01,2023-07-26,2023-08-07,0,none,dry_negative,,3.2,KAL_BUL_2023-08-01
KAL00252,KAL_AGA,6.535,80.15,Kalu,2018-07-29,2018-07-23,2018-08-04,0,none,dry_negative,,3.2,KAL_AGA_2018-07-29
KAL00253,KAL_BUL,6.66,80.19,Kalu,2018-04-24,2018-04-18,2018-04-30,0,none,dry_negative,,3.2,KAL_BUL_2018-04-24
KAL00254,KAL_BUL,6.66,80.19,Kalu,2017-01-08,2017-01-02,2017-01-14,0,none,dry_negative,,3.2,KAL_BUL_2017-01-08
KAL00255,KAL_BAL,6.652,80.698,Kalu,2019-08-22,2019-08-16,2019-08-28,0,none,dry_negative,,3.2,KAL_BAL_2019-08-22
KAL00256,KAL_KLT,6.583,79.96,Kalu,2019-02-24,2019-02-18,2019-03-02,0,none,dry_negative,,3.2,KAL_KLT_2019-02-24
KAL00257,KAL_BAL,6.652,80.698,Kalu,2019-04-21,2019-04-15,2019-04-27,0,none,dry_negative,,3.2,KAL_BAL_2019-04-21
KAL00258,KAL_RAT,6.683,80.4,Kalu,2017-05-03,2017-04-27,2017-05-09,0,none,dry_negative,,3.2,KAL_RAT_2017-05-03
KAL00259,KAL_AGA,6.535,80.15,Kalu,2021-09-20,2021-09-14,2021-09-26,0,none,dry_negative,,3.2,KAL_AGA_2021-09-20
KAL00260,KAL_KLT,6.583,79.96,Kalu,2020-03-04,2020-02-27,2020-03-10,0,none,dry_negative,,3.2,KAL_KLT_2020-03-04
KAL00261,KAL_RAT,6.683,80.4,Kalu,2016-07-20,2016-07-14,2016-07-26,0,none,dry_negative,,3.2,KAL_RAT_2016-07-20
KAL00262,KAL_KLT,6.583,79.96,Kalu,2018-08-30,2018-08-24,2018-09-05,0,none,dry_negative,,3.2,KAL_KLT_2018-08-30
KAL00263,KAL_RAT,6.683,80.4,Kalu,2021-09-30,2021-09-24,2021-10-06,0,none,dry_negative,,3.2,KAL_RAT_2021-09-30
KAL00264,KAL_BAL,6.652,80.698,Kalu,2023-08-31,2023-08-25,2023-09-06,0,none,dry_negative,,3.2,KAL_BAL_2023-08-31
KAL00265,KAL_AGA,6.535,80.15,Kalu,2015-02-20,2015-02-14,2015-02-26,0,none,dry_negative,,3.2,KAL_AGA_2015-02-20
KAL00266,KAL_RAT,6.683,80.4,Kalu,2017-09-29,2017-09-23,2017-10-05,0,none,dry_negative,,3.2,KAL_RAT_2017-09-29
KAL00267,KAL_RAT,6.683,80.4,Kalu,2020-08-14,2020-08-08,2020-08-20,0,none,dry_negative,,3.2,KAL_RAT_2020-08-14
KAL00268,KAL_RAT,6.683,80.4,Kalu,2020-01-20,2020-01-14,2020-01-26,0,none,dry_negative,,3.2,KAL_RAT_2020-01-20
KAL00269,KAL_RAT,6.683,80.4,Kalu,2021-08-27,2021-08-21,2021-09-02,0,none,dry_negative,,3.2,KAL_RAT_2021-08-27
KAL00270,KAL_RAT,6.683,80.4,Kalu,2016-12-26,2016-12-20,2017-01-01,0,none,dry_negative,,3.2,KAL_RAT_2016-12-26
KAL00271,KAL_BUL,6.66,80.19,Kalu,2019-06-23,2019-06-17,2019-06-29,0,none,dry_negative,,3.2,KAL_BUL_2019-06-23
KAL00272,KAL_AGA,6.535,80.15,Kalu,2015-05-06,2015-04-30,2015-05-12,0,none,dry_negative,,3.2,KAL_AGA_2015-05-06
KAL00273,KAL_KLT,6.583,79.96,Kalu,2021-09-15,2021-09-09,2021-09-21,0,none,dry_negative,,3.2,KAL_KLT_2021-09-15
KAL00274,KAL_BUL,6.66,80.19,Kalu,2020-03-19,2020-03-13,2020-03-25,0,none,dry_negative,,3.2,KAL_BUL_2020-03-19
KAL00275,KAL_AGA,6.535,80.15,Kalu,2016-10-12,2016-10-06,2016-10-18,0,none,dry_negative,,3.2,KAL_AGA_2016-10-12
KAL00276,KAL_RAT,6.683,80.4,Kalu,2022-09-30,2022-09-24,2022-10-06,0,none,dry_negative,,3.2,KAL_RAT_2022-09-30
