sample_id,node_id,lat,lon,basin,target_date,window_start,window_end,label,severity,purpose,event_id,chip_half_km,tabular_key
S000863,KLA_ELA,8.151,79.851,KalaOya,2020-11-29,2020-11-23,2020-12-01,1,severe,pre_event,KLA_ELA_20201202,3.2,KLA_ELA_2020-11-29
S000864,KLA_ELA,8.151,79.851,KalaOya,2021-11-10,2021-11-04,2021-11-16,1,high,flood_peak,KLA_ELA_20211108,3.2,KLA_ELA_2021-11-10
S000865,KLA_ELA,8.151,79.851,KalaOya,2021-11-05,2021-10-30,2021-11-07,1,high,pre_event,KLA_ELA_20211108,3.2,KLA_ELA_2021-11-05
S000866,KLA_ELA,8.151,79.851,KalaOya,2023-11-23,2023-11-17,2023-11-29,1,severe,flood_peak,KLA_ELA_20231112,3.2,KLA_ELA_2023-11-23
S000867,KLA_ELA,8.151,79.851,KalaOya,2023-11-09,2023-11-03,2023-11-11,1,severe,pre_event,KLA_ELA_20231112,3.2,KLA_ELA_2023-11-09
S000868,KLA_ELA,8.151,79.851,KalaOya,2024-05-20,2024-05-14,2024-05-26,1,high,flood_peak,KLA_ELA_20240520,3.2,KLA_ELA_2024-05-20
S000869,KLA_ELA,8.151,79.851,KalaOya,2024-05-17,2024-05-11,2024-05-19,1,high,pre_event,KLA_ELA_20240520,3.2,KLA_ELA_2024-05-17
S000870,KLA_ELA,8.151,79.851,KalaOya,2024-11-27,2024-11-21,2024-12-03,1,severe,flood_peak,KLA_ELA_20241126,3.2,KLA_ELA_2024-11-27
S000871,KLA_ELA,8.151,79.851,KalaOya,2024-11-23,2024-11-17,2024-11-25,1,severe,pre_event,KLA_ELA_20241126,3.2,KLA_ELA_2024-11-23
S000872,MAH_KAN,7.291,80.635,Mahaweli,2015-01-01,2014-12-26,2015-01-07,1,high,flood_peak,MAH_KAN_20141220,3.2,MAH_KAN_2015-01-01
S000873,MAH_KAN,7.291,80.635,Mahaweli,2014-12-29,2014-12-23,2014-12-31,1,high,pre_event,MAH_KAN_20141220,3.2,MAH_KAN_2014-12-29
S000874,MAH_KAN,7.291,80.635,Mahaweli,2015-10-27,2015-10-21,2015-11-02,1,severe,flood_peak,MAH_KAN_20151020,3.2,MAH_KAN_2015-10-27
S000875,MAH_KAN,7.291,80.635,Mahaweli,2015-10-17,2015-10-11,2015-10-19,1,severe,pre_event,MAH_KAN_20151020,3.2,MAH_KAN_2015-10-17
S000876,MAH_KAN,7.291,80.635,Mahaweli,2015-11-15,2015-11-09,2015-11-21,1,high,flood_peak,MAH_KAN_20151114,3.2,MAH_KAN_2015-11-15
S000877,MAH_KAN,7.291,80.635,Mahaweli,2015-11-11,2015-11-05,2015-11-13,1,high,pre_event,MAH_KAN_20151114,3.2,MAH_KAN_2015-11-11
S000878,MAH_KAN,7.291,80.635,Mahaweli,2016-05-15,2016-05-09,2016-05-21,1,severe,flood_peak,MAH_KAN_20160515,3.2,MAH_KAN_2016-05-15
S000879,MAH_KAN,7.291,80.635,Mahaweli,2016-05-12,2016-05-06,2016-05-14,1,severe,pre_event,MAH_KAN_20160515,3.2,MAH_KAN_2016-05-12
S000880,MAH_KAN,7.291,80.635,Mahaweli,2017-10-31,2017-10-25,2017-11-06,1,high,flood_peak,MAH_KAN_20171031,3.2,MAH_KAN_2017-10-31
S000881,MAH_KAN,7.291,80.635,Mahaweli,2017-10-28,2017-10-22,2017-10-30,1,high,pre_event,MAH_KAN_20171031,3.2,MAH_KAN_2017-10-28
S000882,MAH_KAN,7.291,80.635,Mahaweli,2017-11-05,2017-10-30,2017-11-11,1,high,flood_peak,MAH_KAN_20171105,3.2,MAH_KAN_2017-11-05
S000883,MAH_KAN,7.291,80.635,Mahaweli,2017-11-02,2017-10-27,2017-11-04,1,high,pre_event,MAH_KAN_20171105,3.2,MAH_KAN_2017-11-02
S000884,MAH_KAN,7.291,80.635,Mahaweli,2018-11-06,2018-10-31,2018-11-12,1,severe,flood_peak,MAH_KAN_20181105,3.2,MAH_KAN_2018-11-06
S000885,MAH_KAN,7.291,80.635,Mahaweli,2018-11-02,2018-10-27,2018-11-04,1,severe,pre_event,MAH_KAN_20181105,3.2,MAH_KAN_2018-11-02
S000886,MAH_KAN,7.291,80.635,Mahaweli,2019-02-09,2019-02-03,2019-02-15,1,severe,flood_peak,MAH_KAN_20190209,3.2,MAH_KAN_2019-02-09
S000887,MAH_KAN,7.291,80.635,Mahaweli,2019-02-06,2019-01-31,2019-02-08,1,severe,pre_event,MAH_KAN_20190209,3.2,MAH_KAN_2019-02-06
S000888,MAH_KAN,7.291,80.635,Mahaweli,2019-10-29,2019-10-23,2019-11-04,1,high,flood_peak,MAH_KAN_20191029,3.2,MAH_KAN_2019-10-29
S000889,MAH_KAN,7.291,80.635,Mahaweli,2019-10-26,2019-10-20,2019-10-28,1,high,pre_event,MAH_KAN_20191029,3.2,MAH_KAN_2019-10-26
S000890,MAH_KAN,7.291,80.635,Mahaweli,2020-11-18,2020-11-12,2020-11-24,1,high,flood_peak,MAH_KAN_20201118,3.2,MAH_KAN_2020-11-18
S000891,MAH_KAN,7.291,80.635,Mahaweli,2020-11-15,2020-11-09,2020-11-17,1,high,pre_event,MAH_KAN_20201118,3.2,MAH_KAN_2020-11-15
S000892,MAH_KAN,7.291,80.635,Mahaweli,2021-01-13,2021-01-07,2021-01-19,1,high,flood_peak,MAH_KAN_20210113,3.2,MAH_KAN_2021-01-13
S000893,MAH_KAN,7.291,80.635,Mahaweli,2021-01-10,2021-01-04,2021-01-12,1,high,pre_event,MAH_KAN_20210113,3.2,MAH_KAN_2021-01-10
S000894,MAH_KAN,7.291,80.635,Mahaweli,2021-11-09,2021-11-03,2021-11-15,1,high,flood_peak,MAH_KAN_20211109,3.2,MAH_KAN_2021-11-09
S000895,MAH_KAN,7.291,80.635,Mahaweli,2021-11-06,2021-10-31,2021-11-08,1,high,pre_event,MAH_KAN_20211109,3.2,MAH_KAN_2021-11-06
S000896,MAH_KAN,7.291,80.635,Mahaweli,2021-11-25,2021-11-19,2021-12-01,1,high,flood_peak,MAH_KAN_20211125,3.2,MAH_KAN_2021-11-25
S000897,MAH_KAN,7.291,80.635,Mahaweli,2021-11-22,2021-11-16,2021-11-24,1,high,pre_event,MAH_KAN_20211125,3.2,MAH_KAN_2021-11-22
S000898,MAH_KAN,7.291,80.635,Mahaweli,2023-10-21,2023-10-15,2023-10-27,1,high,flood_peak,MAH_KAN_20231021,3.2,MAH_KAN_2023-10-21
S000899,MAH_KAN,7.291,80.635,Mahaweli,2023-10-18,2023-10-12,2023-10-20,1,high,pre_event,MAH_KAN_20231021,3.2,MAH_KAN_2023-10-18
S000900,MAH_KAN,7.291,80.635,Mahaweli,2023-11-11,2023-11-05,2023-11-17,1,high,flood_peak,MAH_KAN_20231101,3.2,MAH_KAN_2023-11-11
S000901,MAH_KAN,7.291,80.635,Mahaweli,2023-10-29,2023-10-23,2023-10-31,1,high,pre_event,MAH_KAN_20231101,3.2,MAH_KAN_2023-10-29
S000902,MAH_KAN,7.291,80.635,Mahaweli,2023-11-23,2023-11-17,2023-11-29,1,severe,flood_peak,MAH_KAN_20231121,3.2,MAH_KAN_2023-11-23
S000903,MAH_KAN,7.291,80.635,Mahaweli,2023-11-18,2023-11-12,2023-11-20,1,severe,pre_event,MAH_KAN_20231121,3.2,MAH_KAN_2023-11-18
S000904,MAH_KAN,7.291,80.635,Mahaweli,2023-12-11,2023-12-05,2023-12-17,1,high,flood_peak,MAH_KAN_20231210,3.2,MAH_KAN_2023-12-11
S000905,MAH_KAN,7.291,80.635,Mahaweli,2023-12-07,2023-12-01,2023-12-09,1,high,pre_event,MAH_KAN_20231210,3.2,MAH_KAN_2023-12-07
S000906,MAH_KAN,7.291,80.635,Mahaweli,2023-12-19,2023-12-13,2023-12-25,1,high,flood_peak,MAH_KAN_20231219,3.2,MAH_KAN_2023-12-19
S000907,MAH_KAN,7.291,80.635,Mahaweli,2023-12-16,2023-12-10,2023-12-18,1,high,pre_event,MAH_KAN_20231219,3.2,MAH_KAN_2023-12-16
S000908,MAH_KAN,7.291,80.635,Mahaweli,2024-05-26,2024-05-20,2024-06-01,1,high,flood_peak,MAH_KAN_20240526,3.2,MAH_KAN_2024-05-26
S000909,MAH_KAN,7.291,80.635,Mahaweli,2024-05-23,2024-05-17,2024-05-25,1,high,pre_event,MAH_KAN_20240526,3.2,MAH_KAN_2024-05-23
S000910,MAH_KAN,7.291,80.635,Mahaweli,2024-11-28,2024-11-22,2024-12-04,1,severe,flood_peak,MAH_KAN_20241127,3.2,MAH_KAN_2024-11-28
S000911,MAH_KAN,7.291,80.635,Mahaweli,2024-11-24,2024-11-18,2024-11-26,1,severe,pre_event,MAH_KAN_20241127,3.2,MAH_KAN_2024-11-24
S000912,MAH_MAN,7.921,81.101,Mahaweli,2015-01-01,2014-12-26,2015-01-07,1,high,flood_peak,MAH_MAN_20141220,3.2,MAH_MAN_2015-01-01
S000913,MAH_MAN,7.921,81.101,Mahaweli,2014-12-29,2014-12-23,2014-12-31,1,high,pre_event,MAH_MAN_20141220,3.2,MAH_MAN_2014-12-29
S000914,MAH_MAN,7.921,81.101,Mahaweli,2015-11-15,2015-11-09,2015-11-21,1,high,flood_peak,MAH_MAN_20151114,3.2,MAH_MAN_2015-11-15
S000915,MAH_MAN,7.921,81.101,Mahaweli,2015-11-11,2015-11-05,2015-11-13,1,high,pre_event,MAH_MAN_20151114,3.2,MAH_MAN_2015-11-11
S000916,MAH_MAN,7.921,81.101,Mahaweli,2018-10-23,2018-10-17,2018-10-29,1,high,flood_peak,MAH_MAN_20181023,3.2,MAH_MAN_2018-10-23
S000917,MAH_MAN,7.921,81.101,Mahaweli,2018-10-20,2018-10-14,2018-10-22,1,high,pre_event,MAH_MAN_20181023,3.2,MAH_MAN_2018-10-20
S000918,MAH_MAN,7.921,81.101,Mahaweli,2018-11-07,2018-11-01,2018-11-13,1,severe,flood_peak,MAH_MAN_20181105,3.2,MAH_MAN_2018-11-07
S000919,MAH_MAN,7.921,81.101,Mahaweli,2018-11-02,2018-10-27,2018-11-04,1,severe,pre_event,MAH_MAN_20181105,3.2,MAH_MAN_2018-11-02
S000920,MAH_MAN,7.921,81.101,Mahaweli,2022-12-27,2022-12-21,2023-01-02,1,high,flood_peak,MAH_MAN_20221227,3.2,MAH_MAN_2022-12-27
S000921,MAH_MAN,7.921,81.101,Mahaweli,2022-12-24,2022-12-18,2022-12-26,1,high,pre_event,MAH_MAN_20221227,3.2,MAH_MAN_2022-12-24
S000922,MAH_MAN,7.921,81.101,Mahaweli,2024-11-05,2024-10-30,2024-11-11,1,high,flood_peak,MAH_MAN_20241105,3.2,MAH_MAN_2024-11-05
S000923,MAH_MAN,7.921,81.101,Mahaweli,2024-11-02,2024-10-27,2024-11-04,1,high,pre_event,MAH_MAN_20241105,3.2,MAH_MAN_2024-11-02
S000924,MAH_MAN,7.921,81.101,Mahaweli,2024-11-27,2024-11-21,2024-12-03,1,severe,flood_peak,MAH_MAN_20241126,3.2,MAH_MAN_2024-11-27
S000925,MAH_MAN,7.921,81.101,Mahaweli,2024-11-23,2024-11-17,2024-11-25,1,severe,pre_event,MAH_MAN_20241126,3.2,MAH_MAN_2024-11-23
S000926,MAH_MAN,7.921,81.101,Mahaweli,2024-12-19,2024-12-13,2024-12-25,1,high,flood_peak,MAH_MAN_20241219,3.2,MAH_MAN_2024-12-19
S000927,MAH_MAN,7.921,81.101,Mahaweli,2024-12-16,2024-12-10,2024-12-18,1,high,pre_event,MAH_MAN_20241219,3.2,MAH_MAN_2024-12-16
S000928,MAH_MHY,7.331,81.001,Mahaweli,2015-01-01,2014-12-26,2015-01-07,1,high,flood_peak,MAH_MHY_20141220,3.2,MAH_MHY_2015-01-01
S000929,MAH_MHY,7.331,81.001,Mahaweli,2014-12-29,2014-12-23,2014-12-31,1,high,pre_event,MAH_MHY_20141220,3.2,MAH_MHY_2014-12-29
S000930,MAH_MHY,7.331,81.001,Mahaweli,2015-10-27,2015-10-21,2015-11-02,1,severe,flood_peak,MAH_MHY_20151026,3.2,MAH_MHY_2015-10-27
S000931,MAH_MHY,7.331,81.001,Mahaweli,2015-10-23,2015-10-17,2015-10-25,1,severe,pre_event,MAH_MHY_20151026,3.2,MAH_MHY_2015-10-23
S000932,MAH_MHY,7.331,81.001,Mahaweli,2016-05-15,2016-05-09,2016-05-21,1,severe,flood_peak,MAH_MHY_20160515,3.2,MAH_MHY_2016-05-15
S000933,MAH_MHY,7.331,81.001,Mahaweli,2016-05-12,2016-05-06,2016-05-14,1,severe,pre_event,MAH_MHY_20160515,3.2,MAH_MHY_2016-05-12
S000934,MAH_MHY,7.331,81.001,Mahaweli,2018-11-06,2018-10-31,2018-11-12,1,severe,flood_peak,MAH_MHY_20181105,3.2,MAH_MHY_2018-11-06
S000935,MAH_MHY,7.331,81.001,Mahaweli,2018-11-02,2018-10-27,2018-11-04,1,severe,pre_event,MAH_MHY_20181105,3.2,MAH_MHY_2018-11-02
S000936,MAH_MHY,7.331,81.001,Mahaweli,2022-11-05,2022-10-30,2022-11-11,1,severe,flood_peak,MAH_MHY_20221105,3.2,MAH_MHY_2022-11-05
S000937,MAH_MHY,7.331,81.001,Mahaweli,2022-11-02,2022-10-27,2022-11-04,1,severe,pre_event,MAH_MHY_20221105,3.2,MAH_MHY_2022-11-02
S000938,MAH_MHY,7.331,81.001,Mahaweli,2023-11-21,2023-11-15,2023-11-27,1,high,flood_peak,MAH_MHY_20231121,3.2,MAH_MHY_2023-11-21
S000939,MAH_MHY,7.331,81.001,Mahaweli,2023-11-18,2023-11-12,2023-11-20,1,high,pre_event,MAH_MHY_20231121,3.2,MAH_MHY_2023-11-18
S000940,MAH_MHY,7.331,81.001,Mahaweli,2023-12-16,2023-12-10,2023-12-22,1,high,flood_peak,MAH_MHY_20231216,3.2,MAH_MHY_2023-12-16
S000941,MAH_MHY,7.331,81.001,Mahaweli,2023-12-13,2023-12-07,2023-12-15,1,high,pre_event,MAH_MHY_20231216,3.2,MAH_MHY_2023-12-13
S000942,MAH_MHY,7.331,81.001,Mahaweli,2024-11-26,2024-11-20,2024-12-02,1,severe,flood_peak,MAH_MHY_20241126,3.2,MAH_MHY_2024-11-26
S000943,MAH_MHY,7.331,81.001,Mahaweli,2024-11-23,2024-11-17,2024-11-25,1,severe,pre_event,MAH_MHY_20241126,3.2,MAH_MHY_2024-11-23
S000944,MAH_MHY,7.331,81.001,Mahaweli,2024-12-17,2024-12-11,2024-12-23,1,high,flood_peak,MAH_MHY_20241217,3.2,MAH_MHY_2024-12-17
S000945,MAH_MHY,7.331,81.001,Mahaweli,2024-12-14,2024-12-08,2024-12-16,1,high,pre_event,MAH_MHY_20241217,3.2,MAH_MHY_2024-12-14
S000946,MAH_NUW,6.949,80.782,Mahaweli,2015-01-01,2014-12-26,2015-01-07,1,high,flood_peak,MAH_NUW_20141220,3.2,MAH_NUW_2015-01-01
S000947,MAH_NUW,6.949,80.782,Mahaweli,2014-12-29,2014-12-23,2014-12-31,1,high,pre_event,MAH_NUW_20141220,3.2,MAH_NUW_2014-12-29
S000948,MAH_NUW,6.949,80.782,Mahaweli,2015-10-26,2015-10-20,2015-11-01,1,severe,flood_peak,MAH_NUW_20151023,3.2,MAH_NUW_2015-10-26
S000949,MAH_NUW,6.949,80.782,Mahaweli,2015-10-20,2015-10-14,2015-10-22,1,severe,pre_event,MAH_NUW_20151023,3.2,MAH_NUW_2015-10-20
S000950,MAH_NUW,6.949,80.782,Mahaweli,2016-05-15,2016-05-09,2016-05-21,1,severe,flood_peak,MAH_NUW_20160515,3.2,MAH_NUW_2016-05-15
S000951,MAH_NUW,6.949,80.782,Mahaweli,2016-05-12,2016-05-06,2016-05-14,1,severe,pre_event,MAH_NUW_20160515,3.2,MAH_NUW_2016-05-12
S000952,MAH_NUW,6.949,80.782,Mahaweli,2017-11-29,2017-11-23,2017-12-05,1,high,flood_peak,MAH_NUW_20171129,3.2,MAH_NUW_2017-11-29
S000953,MAH_NUW,6.949,80.782,Mahaweli,2017-11-26,2017-11-20,2017-11-28,1,high,pre_event,MAH_NUW_20171129,3.2,MAH_NUW_2017-11-26
S000954,MAH_NUW,6.949,80.782,Mahaweli,2018-10-20,2018-10-14,2018-10-26,1,high,flood_peak,MAH_NUW_20181020,3.2,MAH_NUW_2018-10-20
S000955,MAH_NUW,6.949,80.782,Mahaweli,2018-10-17,2018-10-11,2018-10-19,1,high,pre_event,MAH_NUW_20181020,3.2,MAH_NUW_2018-10-17
S000956,MAH_NUW,6.949,80.782,Mahaweli,2018-11-05,2018-10-30,2018-11-11,1,severe,flood_peak,MAH_NUW_20181105,3.2,MAH_NUW_2018-11-05
S000957,MAH_NUW,6.949,80.782,Mahaweli,2018-11-02,2018-10-27,2018-11-04,1,severe,pre_event,MAH_NUW_20181105,3.2,MAH_NUW_2018-11-02
S000958,MAH_NUW,6.949,80.782,Mahaweli,2019-10-29,2019-10-23,2019-11-04,1,high,flood_peak,MAH_NUW_20191029,3.2,MAH_NUW_2019-10-29
S000959,MAH_NUW,6.949,80.782,Mahaweli,2019-10-26,2019-10-20,2019-10-28,1,high,pre_event,MAH_NUW_20191029,3.2,MAH_NUW_2019-10-26
S000960,MAH_NUW,6.949,80.782,Mahaweli,2021-01-13,2021-01-07,2021-01-19,1,high,flood_peak,MAH_NUW_20210113,3.2,MAH_NUW_2021-01-13
S000961,MAH_NUW,6.949,80.782,Mahaweli,2021-01-10,2021-01-04,2021-01-12,1,high,pre_event,MAH_NUW_20210113,3.2,MAH_NUW_2021-01-10
S000962,MAH_NUW,6.949,80.782,Mahaweli,2021-11-09,2021-11-03,2021-11-15,1,high,flood_peak,MAH_NUW_20211109,3.2,MAH_NUW_2021-11-09
S000963,MAH_NUW,6.949,80.782,Mahaweli,2021-11-06,2021-10-31,2021-11-08,1,high,pre_event,MAH_NUW_20211109,3.2,MAH_NUW_2021-11-06
S000964,MAH_NUW,6.949,80.782,Mahaweli,2022-11-05,2022-10-30,2022-11-11,1,severe,flood_peak,MAH_NUW_20221105,3.2,MAH_NUW_2022-11-05
S000965,MAH_NUW,6.949,80.782,Mahaweli,2022-11-02,2022-10-27,2022-11-04,1,severe,pre_event,MAH_NUW_20221105,3.2,MAH_NUW_2022-11-02
S000966,MAH_NUW,6.949,80.782,Mahaweli,2023-10-14,2023-10-08,2023-10-20,1,high,flood_peak,MAH_NUW_20231014,3.2,MAH_NUW_2023-10-14
S000967,MAH_NUW,6.949,80.782,Mahaweli,2023-10-11,2023-10-05,2023-10-13,1,high,pre_event,MAH_NUW_20231014,3.2,MAH_NUW_2023-10-11
S000968,MAH_NUW,6.949,80.782,Mahaweli,2023-10-26,2023-10-20,2023-11-01,1,severe,flood_peak,MAH_NUW_20231020,3.2,MAH_NUW_2023-10-26
S000969,MAH_NUW,6.949,80.782,Mahaweli,2023-10-17,2023-10-11,2023-10-19,1,severe,pre_event,MAH_NUW_20231020,3.2,MAH_NUW_2023-10-17
S000970,MAH_NUW,6.949,80.782,Mahaweli,2023-11-21,2023-11-15,2023-11-27,1,severe,flood_peak,MAH_NUW_20231119,3.2,MAH_NUW_2023-11-21
S000971,MAH_NUW,6.949,80.782,Mahaweli,2023-11-16,2023-11-10,2023-11-18,1,severe,pre_event,MAH_NUW_20231119,3.2,MAH_NUW_2023-11-16
S000972,MAH_NUW,6.949,80.782,Mahaweli,2023-12-19,2023-12-13,2023-12-25,1,severe,flood_peak,MAH_NUW_20231219,3.2,MAH_NUW_2023-12-19
S000973,MAH_NUW,6.949,80.782,Mahaweli,2023-12-16,2023-12-10,2023-12-18,1,severe,pre_event,MAH_NUW_20231219,3.2,MAH_NUW_2023-12-16
S000974,MAH_NUW,6.949,80.782,Mahaweli,2024-11-27,2024-11-21,2024-12-03,1,severe,flood_peak,MAH_NUW_20241127,3.2,MAH_NUW_2024-11-27
S000975,MAH_NUW,6.949,80.782,Mahaweli,2024-11-24,2024-11-18,2024-11-26,1,severe,pre_event,MAH_NUW_20241127,3.2,MAH_NUW_2024-11-24
S000976,MAH_PER,7.271,80.598,Mahaweli,2015-01-01,2014-12-26,2015-01-07,1,high,flood_peak,MAH_PER_20141220,3.2,MAH_PER_2015-01-01
S000977,MAH_PER,7.271,80.598,Mahaweli,2014-12-29,2014-12-23,2014-12-31,1,high,pre_event,MAH_PER_20141220,3.2,MAH_PER_2014-12-29
S000978,MAH_PER,7.271,80.598,Mahaweli,2015-10-27,2015-10-21,2015-11-02,1,severe,flood_peak,MAH_PER_20151020,3.2,MAH_PER_2015-10-27
S000979,MAH_PER,7.271,80.598,Mahaweli,2015-10-17,2015-10-11,2015-10-19,1,severe,pre_event,MAH_PER_20151020,3.2,MAH_PER_2015-10-17
S000980,MAH_PER,7.271,80.598,Mahaweli,2015-11-15,2015-11-09,2015-11-21,1,high,flood_peak,MAH_PER_20151114,3.2,MAH_PER_2015-11-15
S000981,MAH_PER,7.271,80.598,Mahaweli,2015-11-11,2015-11-05,2015-11-13,1,high,pre_event,MAH_PER_20151114,3.2,MAH_PER_2015-11-11
S000982,MAH_PER,7.271,80.598,Mahaweli,2016-05-15,2016-05-09,2016-05-21,1,severe,flood_peak,MAH_PER_20160515,3.2,MAH_PER_2016-05-15
S000983,MAH_PER,7.271,80.598,Mahaweli,2016-05-12,2016-05-06,2016-05-14,1,severe,pre_event,MAH_PER_20160515,3.2,MAH_PER_2016-05-12
S000984,MAH_PER,7.271,80.598,Mahaweli,2017-10-31,2017-10-25,2017-11-06,1,high,flood_peak,MAH_PER_20171031,3.2,MAH_PER_2017-10-31
S000985,MAH_PER,7.271,80.598,Mahaweli,2017-10-28,2017-10-22,2017-10-30,1,high,pre_event,MAH_PER_20171031,3.2,MAH_PER_2017-10-28
S000986,MAH_PER,7.271,80.598,Mahaweli,2017-11-05,2017-10-30,2017-11-11,1,high,flood_peak,MAH_PER_20171105,3.2,MAH_PER_2017-11-05
S000987,MAH_PER,7.271,80.598,Mahaweli,2017-11-02,2017-10-27,2017-11-04,1,high,pre_event,MAH_PER_20171105,3.2,MAH_PER_2017-11-02
S000988,MAH_PER,7.271,80.598,Mahaweli,2018-11-06,2018-10-31,2018-11-12,1,severe,flood_peak,MAH_PER_20181105,3.2,MAH_PER_2018-11-06
S000989,MAH_PER,7.271,80.598,Mahaweli,2018-11-02,2018-10-27,2018-11-04,1,severe,pre_event,MAH_PER_20181105,3.2,MAH_PER_2018-11-02
S000990,MAH_PER,7.271,80.598,Mahaweli,2019-02-09,2019-02-03,2019-02-15,1,severe,flood_peak,MAH_PER_20190209,3.2,MAH_PER_2019-02-09
S000991,MAH_PER,7.271,80.598,Mahaweli,2019-02-06,2019-01-31,2019-02-08,1,severe,pre_event,MAH_PER_20190209,3.2,MAH_PER_2019-02-06
S000992,MAH_PER,7.271,80.598,Mahaweli,2019-10-29,2019-10-23,2019-11-04,1,high,flood_peak,MAH_PER_20191029,3.2,MAH_PER_2019-10-29
S000993,MAH_PER,7.271,80.598,Mahaweli,2019-10-26,2019-10-20,2019-10-28,1,high,pre_event,MAH_PER_20191029,3.2,MAH_PER_2019-10-26
S000994,MAH_PER,7.271,80.598,Mahaweli,2020-11-18,2020-11-12,2020-11-24,1,high,flood_peak,MAH_PER_20201118,3.2,MAH_PER_2020-11-18
S000995,MAH_PER,7.271,80.598,Mahaweli,2020-11-15,2020-11-09,2020-11-17,1,high,pre_event,MAH_PER_20201118,3.2,MAH_PER_2020-11-15
S000996,MAH_PER,7.271,80.598,Mahaweli,2021-01-13,2021-01-07,2021-01-19,1,high,flood_peak,MAH_PER_20210113,3.2,MAH_PER_2021-01-13
S000997,MAH_PER,7.271,80.598,Mahaweli,2021-01-10,2021-01-04,2021-01-12,1,high,pre_event,MAH_PER_20210113,3.2,MAH_PER_2021-01-10
S000998,MAH_PER,7.271,80.598,Mahaweli,2021-11-09,2021-11-03,2021-11-15,1,high,flood_peak,MAH_PER_20211109,3.2,MAH_PER_2021-11-09
S000999,MAH_PER,7.271,80.598,Mahaweli,2021-11-06,2021-10-31,2021-11-08,1,high,pre_event,MAH_PER_20211109,3.2,MAH_PER_2021-11-06
S001000,MAH_PER,7.271,80.598,Mahaweli,2021-11-25,2021-11-19,2021-12-01,1,high,flood_peak,MAH_PER_20211125,3.2,MAH_PER_2021-11-25
S001001,MAH_PER,7.271,80.598,Mahaweli,2021-11-22,2021-11-16,2021-11-24,1,high,pre_event,MAH_PER_20211125,3.2,MAH_PER_2021-11-22
S001002,MAH_PER,7.271,80.598,Mahaweli,2023-10-21,2023-10-15,2023-10-27,1,high,flood_peak,MAH_PER_20231021,3.2,MAH_PER_2023-10-21
S001003,MAH_PER,7.271,80.598,Mahaweli,2023-10-18,2023-10-12,2023-10-20,1,high,pre_event,MAH_PER_20231021,3.2,MAH_PER_2023-10-18
S001004,MAH_PER,7.271,80.598,Mahaweli,2023-11-11,2023-11-05,2023-11-17,1,high,flood_peak,MAH_PER_20231101,3.2,MAH_PER_2023-11-11
S001005,MAH_PER,7.271,80.598,Mahaweli,2023-10-29,2023-10-23,2023-10-31,1,high,pre_event,MAH_PER_20231101,3.2,MAH_PER_2023-10-29
S001006,MAH_PER,7.271,80.598,Mahaweli,2023-11-21,2023-11-15,2023-11-27,1,severe,flood_peak,MAH_PER_20231121,3.2,MAH_PER_2023-11-21
S001007,MAH_PER,7.271,80.598,Mahaweli,2023-11-18,2023-11-12,2023-11-20,1,severe,pre_event,MAH_PER_20231121,3.2,MAH_PER_2023-11-18
S001008,MAH_PER,7.271,80.598,Mahaweli,2023-12-11,2023-12-05,2023-12-17,1,high,flood_peak,MAH_PER_20231211,3.2,MAH_PER_2023-12-11
S001009,MAH_PER,7.271,80.598,Mahaweli,2023-12-08,2023-12-02,2023-12-10,1,high,pre_event,MAH_PER_20231211,3.2,MAH_PER_2023-12-08
S001010,MAH_PER,7.271,80.598,Mahaweli,2023-12-19,2023-12-13,2023-12-25,1,severe,flood_peak,MAH_PER_20231219,3.2,MAH_PER_2023-12-19
S001011,MAH_PER,7.271,80.598,Mahaweli,2023-12-16,2023-12-10,2023-12-18,1,severe,pre_event,MAH_PER_20231219,3.2,MAH_PER_2023-12-16
S001012,MAH_PER,7.271,80.598,Mahaweli,2024-05-26,2024-05-20,2024-06-01,1,high,flood_peak,MAH_PER_20240524,3.2,MAH_PER_2024-05-26
S001013,MAH_PER,7.271,80.598,Mahaweli,2024-05-21,2024-05-15,2024-05-23,1,high,pre_event,MAH_PER_20240524,3.2,MAH_PER_2024-05-21
S001014,MAH_PER,7.271,80.598,Mahaweli,2024-11-28,2024-11-22,2024-12-04,1,severe,flood_peak,MAH_PER_20241127,3.2,MAH_PER_2024-11-28
S001015,MAH_PER,7.271,80.598,Mahaweli,2024-11-24,2024-11-18,2024-11-26,1,severe,pre_event,MAH_PER_20241127,3.2,MAH_PER_2024-11-24
S001016,MAH_POL,7.94,81.001,Mahaweli,2015-01-01,2014-12-26,2015-01-07,1,high,flood_peak,MAH_POL_20141220,3.2,MAH_POL_2015-01-01
S001017,MAH_POL,7.94,81.001,Mahaweli,2014-12-29,2014-12-23,2014-12-31,1,high,pre_event,MAH_POL_20141220,3.2,MAH_POL_2014-12-29
S001018,MAH_POL,7.94,81.001,Mahaweli,2015-11-15,2015-11-09,2015-11-21,1,high,flood_peak,MAH_POL_20151114,3.2,MAH_POL_2015-11-15
S001019,MAH_POL,7.94,81.001,Mahaweli,2015-11-11,2015-11-05,2015-11-13,1,high,pre_event,MAH_POL_20151114,3.2,MAH_POL_2015-11-11
S001020,MAH_POL,7.94,81.001,Mahaweli,2016-05-15,2016-05-09,2016-05-21,1,high,flood_peak,MAH_POL_20160515,3.2,MAH_POL_2016-05-15
